Päivämäärä,Käyttäjätunnus,Aihe,Twiitti,Suodatettu_Twiitti,Twiitti_englanniksi,Tunneluku,Tunneluokka
2017-11-03,EdariFi,A0,"#Terveydenhuolto'a mullistavat eniten #digipalvelut, eivät maakunnat tai valinnanvapaus https://t.co/wBhoAjSy6x #digitalisaatio",terveydenhuolto'a mullistavat eniten maakunta valinnanvapaus _ url _ digitalisaatio,"#Health care is revolutionized the most by #digitalservices, not provinces or freedom of choice https://t.co/wBhoAjSy6x #digitalization",-0.0433,neutraali
2017-11-03,RaisaMaijala,A0,"Digitalisaation vaikutuksista terveydenhuoltoon. https://t.co/nnXdwQKiC7
#digitalisaatio #Sote #terveydenhuolto #asiakaskokemus",digitalisaatio vaikutus terveydenhuolto _ url _ digitalisaatio sote terveydenhuolto asiakaskokemus,"The effects of digitization on healthcare. https://t.co/nnXdwQKiC7
#digitalisation #Sote #terveydenhuolto #customerexperience",0.0,neutraali
2017-11-06,petrasi,A0,"Näissä Suomi haluaa olla edelläkävijä: kiertotalous, biotalous, #tekoäly, digitalisaatio, terveydenhuolto &amp; koulutus https://t.co/2XQKEBYNF2",suomi haluta edelläkävijä kiertotalous biotalous tekoäly digitalisaatio terveydenhuolto amp koulutus _ url _,"Finland wants to be a pioneer in these: circular economy, bioeconomy, #artificial intelligence, digitization, healthcare & education https://t.co/2XQKEBYNF2",0.4767,positiivinen
2017-11-06,RiikkaOjanpaa,A0,"Paljon palikoita - vaatii varmasti malttia, systemaattista etenemistä ja monen ammattiryhmän yhteistyötä. #digitalisaatio #terveydenhuolto https://t.co/pZmoA49PQj",paljon paliko vaatia varmasti maltti systemaattt eteneminen ammattiryhmä yhteistyö digitalisaatio terveydenhuolto _ url _,"A lot of blocks - it certainly requires patience, systematic progress and the cooperation of many professional groups. #digitalization #healthcare https://t.co/pZmoA49PQj",0.5106,positiivinen
2017-11-16,HKToiviainen,A0,Seuraavaksi sähköistämme #terveydenhuolto'n ammattihenkilöiden ammattioikeushakemukset &amp; #sote #kantelu'prosessin; #Sosiaalihuolto'n ammattilaiset jo aiemmin #sähköinenasiointi #digitalisaatio #yksiluukku https://t.co/LlyoQka16t,seuraavaksi sähköistäa terveydenhuolto'n ammattihenkilöis ammattioikeushakemus amp sote kantelu'prosessin sosiaalihuolto'n ammattilaiset jo aiemmin sähköinenasiointi digitalisaatio yksiluukku _ url _,"Next, we will electronicize the professional rights applications of #terveydenhuolto professionals & #sote #kantelu'process; #Sosiaalihuolto professionals already before #sähköinenasiointi #digitalisaatio #yksikluukku https://t.co/LlyoQka16t",0.0,neutraali
2017-11-17,DuodecimFi,A0,"Tänään päivänpolttavaa keskustelua tekoälystä, robotisaatiosta ja ihmisen älyn ja arvojen roolista digitalisaation paineissa #Dvuosipäivä'ssä! Seuraa suoraa lähetystä klo 12.15 -&gt;
https://t.co/PP4JH300ZX 
#Dvuosipäivä #digitalisaatio #lääkäri #tekoäly #terveydenhuolto https://t.co/X9LEECnYxB",tänään päivänpolttava keskustelu tekoälystä robotisaatio ihminen äly arvo rooli digitalisaatio painei dvuosipäivä'ssä seuraa suora lähetynen klo -&gt _ url _ dvuosipäivä digitalisaatio lääkäri tekoäly terveydenhuolto _ url _,"Today, a day-burning discussion about artificial intelligence, robotization and the role of human intelligence and values ​​under the pressure of digitalization at #Dvuosiipäivä! Follow the live broadcast at 12:15 ->
https://t.co/PP4JH300ZX
#Dvuosiipäivä #digitalization #doctor #technological #health care https://t.co/X9LEECnYxB",0.8805,positiivinen
2017-11-24,KPoskiparta,A0,"Oikein käytettynä #tekoäly voi tuoda paljon hyvää #terveydenhuolto’on. 🤔 #digitalisaatio #terveys 
https://t.co/d1qOdIPxiO",oikein käyttää tekoäly tuoda paljon hyvä terveydenhuolto _ emoji _ digitalisaatio terveys _ url _,"When used correctly, #artificial intelligence can bring a lot of good to #healthcare. 🤔 #digitalization #health
https://t.co/d1qOdIPxiO",0.7184,positiivinen
2017-12-01,AnnukkaMeronen,A0,Tästä hyötyvät kaikki! Kotitutkimus säästää ihmisten aikaa ja #terveydenhuolto'n niukkoja resursseja #digitalisaatio https://t.co/0toWPF1Ire,hyötyä kotitutkimus säästää ihminen aika terveydenhuolto'n niukko resurssi digitalisaatio _ url _,Everyone benefits from this! Home research saves people's time and the scarce resources of #healthcare #digitalization https://t.co/0toWPF1Ire,0.4389,positiivinen
2017-12-05,HParisod,A0,"Miten edesauttaa, että #terveydenhuolto pysyy digitalisaation matkassa mukana? Aiheesta uusimmassa #tt-blogi :n kirjoituksessa. #digitalisaatio  #digitalhealth https://t.co/nnP7KV9yPO",miten edesauttaa terveydenhuolto pysyä digitalisaatio matka aiheesta uusimma tt-blogi n kirjoitukse digitalisaatio digitalhealth _ url _,How can you help #terveydenhuolto stay on the digitalization journey? About the topic in the latest #tt-blogi article. #digitalization #digitalhealth https://t.co/nnP7KV9yPO,0.4019,positiivinen
2017-12-12,palvelupolkuja,A0,"Potilaan tunteilla on merkitystä parantumisen ja hoidon laadun kannalta.
https://t.co/WpVdaN1uGx
#empatia #digitalisaatio #AI #tekoäly #terveydenhuolto #robotiikka #VTT",potilas tuntei merkitys parantuminen hoito laatu kanta _ url _ empati digitalisaatio tekoäly terveydenhuolto robotiikka vtt,"The patient's feelings are important in terms of healing and the quality of treatment.
https://t.co/WpVdaN1uGx
#empathy #digitalization #AI ​​#artificial intelligence #health care #robotics #VTT",0.7964,positiivinen
2017-12-29,AnnukkaMeronen,A0,#Virtuaalisairaala on mitä mainioin esimerkki siitä miten #digitalisaatio'ta voidaan hyödyntää sairaanhoidossa ja tarjota näin parasta osaamista kaikille suomalaisille huolimatta asuinpaikasta! #terveydenhuolto https://t.co/umzxsYhg6S,virtuaalisairaala mitä mainio esimerkki miten digitalisaatio'ta hyödyntää sairaanhoidossa tarjota näin hyvä osaaminen suomalainen asuinpaikanen terveydenhuolto _ url _,"The #Virtualsairaala is the best example of how #digitalization can be used in healthcare and thus offer the best expertise to all Finns, regardless of where they live! #terveydenhuolto https://t.co/umzxsYhg6S",0.8655,positiivinen
2018-01-04,CGI_FI,A0,"Onko #digitalisaatio myös Soten taikasana? @ElinaJyvasjarvi pohtii blogissa, miten tunteita herättävästä IT:stä saadaan vaikuttavuutta ja työtyytyväisyyttä kasvattava tuottavuustyökalu. https://t.co/fjyswxxfw5 #terveydenhuolto #soteuudistus https://t.co/eC1Nw935AH",olla digitalisaatio myös so taikasa @elinajyvasjarvi pohtia blogi miten tunne herättävästä it saada vaikuttavuus työtyytyväisyy kasvattaa tuottavuustyökalu _ url _ terveydenhuolto soteuudistus _ url _,Is #digitalization also Sote's magic word? @ElinaJyvasjarvi ponders in the blog how to turn emotional IT into a productivity tool that increases effectiveness and job satisfaction. https://t.co/fjyswxxfw5 #terveydenhuolto #soteuudisto https://t.co/eC1Nw935AH,0.5423,positiivinen
2018-01-09,PauliWaroma,A0,"Podcast aiheesta digitalisaatio terveydenhuollossa. Kannattaa kuunnella, vaikkei terveydenhuolto kiinnostaisi. Digitalisaation luulisi kiinnostavan, tai ainakin terveyden. Sinä olet oman terveytesi tärkein lenkki. https://t.co/3LeQomWXVb #digitalisaatio #sote @Pihlajalinna",aihe digitalisaatio terveydenhuollo kannattaa kuunnella terveydenhuolto kiinnostaa digitalisaatio luulla kiinnostava ainakin terveys oma terveytesi tärkeä lenkki _ url _ digitalisaatio @pihlajalinna,"Podcast on the topic of digitization in healthcare. It's worth listening, even if you're not interested in healthcare. You would think digitization would be interesting, or at least health. You are the most important link in your own health. https://t.co/3LeQomWXVb #digitalization #sote @Pihlajalinna",0.5323,positiivinen
2019-04-30,tuomo_arcturia,A0,#Arcturia on mukana sosiaali- ja terveydenhuollon atk-päivillä 6-8.5.2019  Tule tutustumaan osastoomme P.213 Tampere taloon #atkpaivat #ArcticConnect #kuntaliitto #etäterveydenhuolto   #terveysteknologia #tamperetalo #Oulu #Tampere #Turku #Helsinki #Rovaniemi #Jyväskylä #Kokkola https://t.co/JTtqOpGSlT,arcturia sosiaali terveydenhuolto atk-päivillä 6-8.5.2019 tule tutustua osastoomme p.213 tampere talo atkpaia kuntaliitto etäterveydenhuolto terveysteknologia tamperetalo oulu tampere # turku helsinki rovaniemi jyväskylä kokkola _ url _,#Arcturia is participating in social and healthcare computer days 6-8 May 2019 Come and visit our booth P.213 Tampere building #atkpaivat #ArcticConnect #kuntaliitto #etäterveydenhuolto #terveysteknologia #tamperetalo #Oulu #Tampere #Turku #Helsinki #Rovaniemi #Jyväskylä #Kokkola https://t.co/JTtqOpGSlT,0.0,neutraali
2018-01-09,PennanenDonata,A0,Tulevaisuuden terveydenhuolto herättää ajatuksia. Totta. Digitalisaatio laihdutuksen tukena?? Mitä ihmettä?? #lääkäri2018.,tulevaisuus terveydenhuolto herättää ajatus totta digitalisaatio laihdutus tuki ihme,The health care of the future is thought-provoking. True. Digitization to support weight loss?? What on earth?? #doctor2018.,0.8105,positiivinen
2018-01-10,MicrosoftSuomi,A0,Miten virtuaalisella hoitoteknologialla voidaan varmistaa parempaa elämänlaatua vanhuksille? Tätä pohtii @HannaNikkila blogissaan: https://t.co/UETQs0iQO9 #terveydenhuolto #vanhuspalvelut #digitalisaatio https://t.co/t8xc03lfkp,miten virtuaalise hoitoteknologia varmistaa hyvä elämänlaatua vanhuksi pohtia @hannanikkila blogi _ url _ terveydenhuolto vanhuspalvela digitalisaatio _ url _,How can virtual care technology ensure a better quality of life for the elderly? This is what @HannaNikkila thinks about in her blog: https://t.co/UETQs0iQO9 #terveydenhuolto #vanhuspalvelut #digitalisaatio https://t.co/t8xc03lfkp,0.8271,positiivinen
2018-01-11,KelaFpa,A0,Kela #lääkäri2018 -tapahtumassa! Ständillämme pääsee esimerkiksi tutustumaan sähköiseen b-lausuntoon. #lääkäri #terveydenhuolto #digitalisaatio https://t.co/pDNiYTrnVj,kela lääkäri2018 tapahtuma ständillämme päästä esimerkiksi tutustua sähköinen b-lausuntoon lääkäri terveydenhuolto digitalisaatio _ url _,"Kela at the #lääkäri2018 event! At our stand, for example, you can familiarize yourself with the electronic b-statement. #lääkäri #terveydenhuolto #digitalisation https://t.co/pDNiYTrnVj",0.0,neutraali
2018-01-13,Maaninkavaara,A0,@seija_seija @winninghelix #työnmurros #terveydenhuolto = väestön ikääntyminen #digitalisaatio #sote jotka muuttavat työpaikkojen määrää ja työn luonnetta ja tällöin ei ole kyse vain siirtymisestä yhdestä tavasta tehdä töitä johonkin toiseen vaan nykyisestä useaan erilaiseen tapaan #johtajuus #organisaatio,@seija_seija @winninghelix työnmurros terveydenhuolto = väestö ikääntyminen digitalisaatio sote muuttaa työpaikka määrä työ luonnes tällöin kyse vain siirtyminen tapa tehdä työ nykyinen usea erilainen tapa johtajuus organisaatio,@seija_seija @winninghelix #työnmurros #terveydenhuolto = population aging #digitalization #sote that change the number of jobs and the nature of work and in this case it's not just about moving from one way of working to another but from the current one to several different ways #management #organization,0.0387,neutraali
2017-09-19,HSaaks,A0,Fujitsu mukana HUSin ekosysteemissä digitalisoimassa terveydenhuoltoa https://t.co/a1GmW6HZLU #digitalisaatio #terveydenhuolto,fujitsu husi ekosysteemissä digitalisoimassa terveydenhuolto _ url _ digitalisaatio terveydenhuolto,Fujitsu in the HUS ecosystem digitizing healthcare https://t.co/a1GmW6HZLU #digitalisaatio #terveydenhuolto,0.0,neutraali
2017-09-12,AnnukkaMeronen,A0,#Tekoäly ennusti Alzheimerin taudin jo 2 vuotta ennen puhkeamista https://t.co/y4nGx6cZX5 #digitalisaatio #terveys #terveydenhuolto #sote,tekoäly ennustaa alzheimer tauti jo vuosi puhkeamista _ url _ digitalisaatio terveys terveydenhuolto sote,#Artificial intelligence predicted Alzheimer's disease already 2 years before the outbreak https://t.co/y4nGx6cZX5 #digitalisaatio #terveys #terveydenhuolto #sote,0.4767,positiivinen
2017-08-25,GranlundOy,A0,"Terveys ja talouspäivät vielä tänään Biomedicumissa, tavataan osastolla C5! #lean #digitalisaatio #terveydenhuolto https://t.co/gkAq2jWFOr https://t.co/k6jyd9UHmz",terveys talouspäiä vielä tänään biomedicumi tavata osasto lea digitalisaatio terveydenhuolto _ url _ _ url _,"Health and financial days still today at Biomedicum, see you at stand C5! #lean #digitalization #health care https://t.co/gkAq2jWFOr https://t.co/k6jyd9UHmz",0.5411,positiivinen
2017-08-23,AnnukkaMeronen,A0,Toiv. chat-asiakaspalvelu otetaan käyttöön myös muissa sh-piireissä!  https://t.co/fGzoLBOO0O #sote #terveydenhuolto #sote #digitalisaatio,toiv chat-asiakaspalvelu ottaa käyttö myös sh-piireissä _ url _ sote terveydenhuolto sote digitalisaatio,wish chat customer service will also be introduced in other sh districts! https://t.co/fGzoLBOO0O #sote #terveydenhuolto #sote #digitalisaatio,0.4574,positiivinen
2017-03-10,inkakos,A0,Etänä chattaava lääkäri tavattavissa - kelpaisiko vaivaasi digidiagnoosi? #digitalisaatio #earvo #terveydenhuolto  https://t.co/HYjEImQ1nL,etänä chattaava lääkäri tavattavissa vaivaa digidiagnoosi digitalisaatio earvo terveydenhuolto _ url _,Remote chatting doctor available - would a digital diagnosis be suitable for your problem? #digitalization #earvalue #healthcare https://t.co/HYjEImQ1nL,-0.4019,negatiivinen
2017-03-10,saatiobot,A0,Etänä chattaava lääkäri tavattavissa - kelpaisiko vaivaasi digidiagnoosi? #digitalisaatio #earvo #terveydenhuolto  https://t.co/nzTRv5zKxp,etänä chattaava lääkäri tavattavissa vaivaa digidiagnoosi digitalisaatio earvo terveydenhuolto _ url _,Remote chatting doctor available - would a digital diagnosis be suitable for your problem? #digitalization #earvalue #healthcare https://t.co/nzTRv5zKxp,-0.4019,negatiivinen
2017-03-11,lauraandersson,A0,"""Terveydenhuolto uudistuu seur 20 v aikana enemmän kuin aiempien 200 v aikana"" @sarisarkomaa #digitalisaatio #otasotehaltuun @Invalidiliitto https://t.co/HydFPqeiXP",terveydenhuolto uudistua seur v aika enemmän aiempi v aika @sarisarkomaa digitalisaatio otasotehaltu @invalidiliitto _ url _,"""Health care will be reformed in the next 20 years more than in the previous 200 years"" @sarisarkomaa #digitalisaatio #otasotehaltuun @Invalidiliitto https://t.co/HydFPqeiXP",0.4939,positiivinen
2017-03-13,mediakeskus,A0,"""Esineiden internet on laajenemassa kaiken internetiksi""  #Tekoäly #Digitalisaatio #terveydenhuolto #ikääntyminen   https://t.co/mWSwRNWifQ",esineiden interni laajenemassa internetki tekoäly digitalisaatio terveydenhuolto ikääntyminen _ url _,"""The Internet of Things is expanding into the Internet of Everything"" #Tekoäly #Digitalisaatio #terveydenhuolto #ageing https://t.co/mWSwRNWifQ",0.0,neutraali
2017-03-14,univaasa,A0,Terveydenhuollon digitalisoitumisen seminaari Vaasan yliopistolla 16.3. klo 8:30  https://t.co/AB9QIN6YIC #terveydenhuolto #digitalisaatio,terveydenhuollo digitalisoituminen seminaari vaasa yliopisto klo _ url _ terveydenhuolto digitalisaatio,Healthcare digitization seminar at the University of Vaasa 16.3. at 8:30 https://t.co/AB9QIN6YIC #terveydenhuolto #digitalisaatio,0.0,neutraali
2017-03-14,MicrosoftSuomi,A0,Katso miltä visiomme terveydenhuollon digitalisaatiosta näyttää: https://t.co/NzTOZm8s0R #digitalisaatio #terveydenhuolto,katsoa miltä visiomme terveydenhuolto digitalisaatiosta näyttää _ url _ digitalisaatio terveydenhuolto,See what our vision of healthcare digitization looks like: https://t.co/NzTOZm8s0R #digitalisaatio #terveydenhuolto,0.5423,positiivinen
2017-03-14,saatiobot,A0,Katso miltä visiomme terveydenhuollon digitalisaatiosta näyttää: https://t.co/IRCaAVkR8K #digitalisaatio #terveydenhuolto,katsoa miltä visiomme terveydenhuolto digitalisaatiosta näyttää _ url _ digitalisaatio terveydenhuolto,See what our vision of healthcare digitization looks like: https://t.co/IRCaAVkR8K #digitalisaatio #terveydenhuolto,0.5423,positiivinen
2017-03-16,univaasa,A0,"#terveydenhuolto digitalisoituu -tapahtuma @univaasa tänään @ElisaOyj kanssa, mukana myös @VaasaVasa @SitraFund #sote #digitalisaatio https://t.co/QWgZpPSIMt",terveydenhuolto digitalisoitua tapahtuma @univaasa tänään @elisaoyj myös @vaasavasa @sitrafund sote digitalisaatio _ url _,"#terveydenhuolto is digitized event @univaasa today with @ElisaOyj, also @VaasaVasa @SitraFund #sote #digitalization https://t.co/QWgZpPSIMt",0.0,neutraali
2017-03-21,Kpunkari,A0,"#Valinnanvapaus #digitalisaatio – Mikä muuttuu asiakkaan näkökulmasta #terveydenhuolto? Entäpä #sote ammattilaisten?
https://t.co/utnpYPvUxW https://t.co/AmdgzIhSAr",valinnanvapaus digitalisaatio muuttua asiakkaan näkökulma terveydenhuolto entäpä sote ammattilainen _ url _ _ url _,"#Valinnanvapaus #digitalisation - What changes from the customer's point of view #health care? What about #sote professionals?
https://t.co/utnpYPvUxW https://t.co/AmdgzIhSAr",0.5514,positiivinen
2017-03-21,saatiobot,A0,#Valinnanvapaus #digitalisaatio – Mikä muuttuu asiakkaan näkökulmasta #terveydenhuolto? Entäpä #sote ammattilaisten… https://t.co/tyXPDPjvMk,valinnanvapaus digitalisaatio muuttua asiakkaan näkökulma terveydenhuolto entäpä sote ammattilainen _ url _,#Valinnanvapaus #digitalisation - What changes from the customer's point of view #health care? How about #sote professionals… https://t.co/tyXPDPjvMk,0.4939,positiivinen
2017-03-23,MicrosoftSuomi,A0,"Katso, miten teknologia mullistaa Euroopan terveydenhuoltojärjestelmiä! https://t.co/tZyHn60a7d 
#terveydenhuolto #digitalisaatio",katsoa miten teknologia mullistaa eurooppa terveydenhuoltojärjestelmiä _ url _ terveydenhuolto digitalisaatio,"See how technology is revolutionizing European healthcare systems! https://t.co/tZyHn60a7d
#healthcare #digitalization",0.0,neutraali
2017-04-12,AnttiMerio,A0,#AI #digitalisaatio #robotisaatio #terveydenhuolto @Turkuamk https://t.co/Kx0X5njDR2,digitalisaatio robotisaatio terveydenhuolto @turkuamk _ url _,#AI #digitalization #robotization #health care @Turkuamk https://t.co/Kx0X5njDR2,0.4939,positiivinen
2017-04-20,EllinoraSofia,A0,#Turku'ses keskustellaan #terveydenhuolto ja lääketieteen digiytymisestä. Seuraa hashtagilla: #ehealth2017! #medixlab #digitalisaatio 🤔🕵🏼‍♀️,turku'ses keskustella terveydenhuolto lääketiede digiytymisestä seuraa hashtagilla ehealth2017 medixlab digitalisaatio _ emoji__emoji__emoji_‍_emoji_️,In #Turku's we are discussing the digitalization of #health care and medicine. Follow with the hashtag: #ehealth2017! #medixlab #digitalization 🤔🕵🏼‍♀️,0.5411,positiivinen
2023-04-07,piaklemetti,A0,"@JarnoLim Miksi näet, että digitaalinen äänestys ei toimisi? Järjestelmän epäluotettavuus? Kyllähän toisaalta pankkipalvelut, terveydenhuolto jne on vahvan tunnistautumisen kautta, joskin kyllä toki niissäkin ilmenee häiriöitä ja hyökkäyksiä.",@jarnolim miksi näet digitaalinen äänestys toimia järjestelmä epäluotettavuus kyllähän toisaalta pankkipalvelu terveydenhuolto jne. vahva tunnistautumisen kyllä toki niissä ilmetä häiriö hyökkäys,"@JarnoLim Why do you see digital voting not working? Unreliability of the system? Yes, on the other hand, banking services, health care, etc. are through strong identification, although of course there are also disturbances and attacks.",0.8156,positiivinen
2017-04-25,mpy_fi,A0,"Miten terveydenhuolto on uudistumassa? Katsasta Diacorin tarina, siitä miten IT auttaa: https://t.co/wz5BzZ3RO2 #ict #digitalisaatio #sote https://t.co/Hi47AJExW0",miten terveydenhuolto uudistumassa katsasta diacor tarina miten it auttaa _ url _ ict digitalisaatio _ url _,"How is healthcare reforming? Check out Diacor's story, about how IT helps: https://t.co/wz5BzZ3RO2 #ict #digitalisaatio #sote https://t.co/Hi47AJExW0",0.3818,neutraali
2017-05-09,Fujitsu_FI,A0,"Lue, miten #bigdata ja #analytiikka muuttavat syöpätutkimusta. #digitalisaatio #terveydenhuolto https://t.co/pal81AKo3X",lukea miten bigdata analytiikka muuttaa syöpätutkimusta digitalisaatio terveydenhuolto _ url _,Read how #bigdata and #analytics are changing cancer research. #digitalization #healthcare https://t.co/pal81AKo3X,-0.6597,negatiivinen
2017-05-17,mpy_fi,A0,"Miten terveydenhuolto uudistuu? Lue Diacorin digitarina, siitä miten #IT auttaa: https://t.co/okp7JrI0Cp #ict #digitalisaatio #sote https://t.co/Ix7OdICB3A",miten terveydenhuolto uudistua lukea diacor digitari miten auttaa _ url _ ict digitalisaatio _ url _,How will health care be reformed? Read Diacor's digital story about how #IT helps: https://t.co/okp7JrI0Cp #ict #digitalisaatio #sote https://t.co/Ix7OdICB3A,0.7003,positiivinen
2017-05-19,satuhanne,A0,"#digitalisaatio #terveydenhuolto - asiakkaiden liikuttamiseen kuluu #Pirkanmaa lla 51€/asukas, tavoite puolittaa #sote",digitalisaatio terveydenhuolto asiakas liikuttamiseen kulua pirkanmaa lla tavoite puolittaa sote,"#digitalization #healthcare - it costs 51€/inhabitant to move customers in #Pirkanmaa, the goal is to halve #sote",0.0,neutraali
2017-05-23,MicrosoftSuomi,A0,"""Terveydenhuolto on alue, jossa #digitalisaatio'lla on eniten annettavaa meille kaikille."" @HannaNikkila https://t.co/2FxWbJGe1p #atkpaivat https://t.co/Y4ixqZSQOa",terveydenhuolto alue digitalisaatio' eniten annettavaa @hannanikkila _ url _ atkpaia _ url _,"""Healthcare is the area where #digitalization has the most to offer us all."" @HannaNikkila https://t.co/2FxWbJGe1p #atkpaivat https://t.co/Y4ixqZSQOa",0.0,neutraali
2017-05-24,sinikka,A0,#terveydenhuolto #digitalisaatio 4 näkökulmaa https://t.co/eySMhOq8bG,terveydenhuolto digitalisaatio näkökulma _ url _,#terveydenhuolto #digitalization 4 perspectives https://t.co/eySMhOq8bG,0.0,neutraali
2017-05-25,digiworkforce,A0,Ropsu – @EspooEsbo väsymätön digiduunari: https://t.co/0WXL53Ht1q #terveydenhuolto #sote #digisote #robotisaatio #digitalisaatio #RPA,ropsu @espooesbo väsymätö digiduunari _ url _ terveydenhuolto sote robotisaatio digitalisaatio rpa,Ropsu - @EspooEsbo a tireless digital worker: https://t.co/0WXL53Ht1q #terveydenhuolto #sote #digisote #robotisaatio #digitalisaatio #RPA,0.0,neutraali
2017-05-29,digiworkforce,A0,Ropsu – @EspooEsbo  väsymätön digiduunari: https://t.co/0WXL53Ht1q #terveydenhuolto #sote #digisote #robotisaatio #digitalisaatio #RPA,ropsu @espooesbo väsymätö digiduunari _ url _ terveydenhuolto sote robotisaatio digitalisaatio rpa,Ropsu - @EspooEsbo a tireless digital worker: https://t.co/0WXL53Ht1q #terveydenhuolto #sote #digisote #robotisaatio #digitalisaatio #RPA,0.0,neutraali
2017-06-02,MicrosoftSuomi,A0,Tutustu mitä mahdollisuuksia #digitalisaatio luo terveydenhuoltoalalle: https://t.co/2Qt73E5TUU #MicrosoftTerveys #terveydenhuolto https://t.co/ogj90Qhfwt,tutustua mahdollisuus digitalisaatio luoda terveydenhuoltoala _ url _ microsoftterveys terveydenhuolto _ url _,Find out what opportunities #digitalization creates for the healthcare industry: https://t.co/2Qt73E5TUU #MicrosoftTerveys #terveydenhuolto https://t.co/ogj90Qhfwt,0.5719,positiivinen
